respondent_id,score,feedback,nps_reason_primary,nps_reason_secondary,primary_category,plan_type,city,tenure_days,source,sprint_id,sprint_start
d7a7092571d4,2,Speed bahut slow a rahi hai,Slow Speed,,,Verma,,0,WA,Sprint RSP3,2026-03-01
07677596d153,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
bbceefd451bc,10,Thik hai Womi Wifi basa kabhi kabhi internet issue aa ta sa,General Bad Service,,,Verma,,0,CT,Sprint RSP3,2026-03-01
c293ccd37672,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
cb37413ce868,9,Thik vhala,General Good Service,,,Verma,,0,CT,Sprint RSP3,2026-03-01
e5ec43df16b8,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
67893aeaf878,7,Wiom is a very good internet provider and the plans are also budget friendly but the customer care and after service is not good. I think they have to work on it,Affordable,Bad Customer Support - Call Centre ,,Verma,,0,WA,Sprint RSP3,2026-03-01
0566b69bf9e8,0,Speed bilkul nakali net Tak sahi se nahin chalta,Slow Speed,,,Verma,,0,WA,Sprint RSP3,2026-03-01
362693cc4913,10,This network is best,General Good Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
63985eb483e6,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
b34b8282846b,0,Speed bohot kam aati hai 50 mbps bolte hai aati hai 25 complaint karo to us time sahi kar dete hai baad m phir slow ho jaati hai,Slow Speed,,,Verma,,0,CT,Sprint RSP3,2026-03-01
8b4a44b53024,4,"Speed full aane ke baad bhi Ping bahut High rehta h
  what's app pe calling me issue aata h 
 Aur roj subh 6 bje Internet 10- 15 min ke leye band ho jata h",Slow Speed,,,Verma,,0,WA,Sprint RSP3,2026-03-01
f934e482fd92,1,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
3520ee4725a5,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
d572cb9c5d26,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
d3ccbc03332f,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
ff47b73a2125,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
30d0743be46e,5,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
bb3e9a21bdfc,10,Ttyufgyfyiguut,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
7b36716f2c18,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
446fb0400409,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
07b5565ae3be,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
209545e7a014,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
d5fe0f18232c,0,"Speed issues.
 Stupid working frequently 
 No response from customer support",Slow Speed,,,Verma,,0,WA,Sprint RSP3,2026-03-01
ebf8db054ef7,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
13106fbc7037,5,Speed km hai,Slow Speed,,,Verma,,0,WA,Sprint RSP3,2026-03-01
8b59ae86d9c1,3,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
c33053479b96,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
2bbf1629fa7a,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
1be96fa02672,10,Unlimited connection,General Good Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
0274e52442d0,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
2d082beac8bb,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
bb6aedc84116,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
67bb54b91f7c,5,Speed n connection issue,Slow Speed,,,Verma,,0,WA,Sprint RSP3,2026-03-01
cf30703f158e,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
7f72b35ea965,5,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
fc395e194cef,3,Speed problem,Slow Speed,,,Verma,,0,CT,Sprint RSP3,2026-03-01
b5a1aa292a45,10,Vaise to theek hai kabhi kbar net mein bahut problem aati Hai slow ho jata hai do phone connect nahin Ho paate proper tarike se Baki nice ek number vyom,Slow Speed,,,Verma,,0,WA,Sprint RSP3,2026-03-01
0bb4b53d4173,1,Speed Sahi nahin a Raha,Slow Speed,,,Verma,,0,WA,Sprint RSP3,2026-03-01
45d3ee51d6e2,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
ae3f52057172,9,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
60ad4908167f,5,Speed slow,Slow Speed,,,Verma,,0,WA,Sprint RSP3,2026-03-01
42d571993662,2,Speed slow + network slow,Slow Speed,,,Verma,,0,WA,Sprint RSP3,2026-03-01
947c388c1c68,10,Vary comfortable wifi is wiom wifi ha thode issue hai but solve bhi jaldi ho jate hai,Fast Complaint Resolution,,,Verma,,0,CT,Sprint RSP3,2026-03-01
430d2c9222f8,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
b0a716186342,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
eeb1061c06e2,5,"Suggestion Dena chahta hu kiunki price reasonable hai 
 Suggestion nahi dena chahata kiunki connection issues bohot hota h",Frequent Disconnections,Affordable,,Verma,,0,WA,Sprint RSP3,2026-03-01
b6c0ee57be52,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
56de9fcfa3dd,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
cfbac13595cd,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
052d31979b17,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
2831c17af49d,9,Very good सर,General Good Service,,,Verma,,0,CT,Sprint RSP3,2026-03-01
bc7dd6c8d6cf,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
a7372535f3e5,0,"The internet is so bad that I don't know what to say, you should change it, I don't get time, so talk to some other operator, otherwise my family members are giving me a very bad experience with it.",General Bad Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
1681dee18034,0,There are two reasons for this: 1. The speed isnt as per the plan. 2. Complaints arent taken seriously,Slow Speed,Bad Customer Support - Call Centre ,,Verma,,0,CT,Sprint RSP3,2026-03-01
90428b1a9efd,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
c02dcd5ca7ca,5,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
8aef304b707b,2,There isnno proper internet flow during working hours and always stuck. So I really have bad experience with this wifi,Slow Speed,,,Verma,,0,CT,Sprint RSP3,2026-03-01
abce4cab07d5,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
fb8547792db6,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
5424de664e38,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
49f45fdd05ca,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
48086ccdb1ab,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
49ff53145ee3,3,Thik hai,General Bad Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
3583e6e026e3,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
d923245e11ef,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
4a09c26b617e,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
ccbe4f79c895,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
0ea34bf5f763,8,Yes,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
11a2dd9668fc,6,Thik thak chlta hai net,General Bad Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
cfceb2f45857,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
b7bd772397a5,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
4b9c3a7d6833,9,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
b1f910705f13,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
5e0f715dbf85,4,This is cheap,Affordable,,,Verma,,0,CT,Sprint RSP3,2026-03-01
76e11b58ad1c,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
0c742329c590,4,"This month the net speed of viom is decreasing very much, viom should first solve this problem",Slow Speed,,,Verma,,0,WA,Sprint RSP3,2026-03-01
dfe79937cb46,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
75029ce724c1,0,Use less,General Bad Service,,,Verma,,0,CT,Sprint RSP3,2026-03-01
02cb4927defa,8,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
14aa04fd912f,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
a0c67f8a40de,8,Kabhi kabhi bich Mai problem hoti h network ki aur jis amount mai yeh laga tha har kuch month baad amount bhad gaya tha,Expensive,,,Verma,,0,CT,Sprint RSP3,2026-03-01
d62ca6452dae,0,Uska apne aap auto internet band ho jata hai kabhi bhi kisi bhi time isliye,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
4a383cc9615e,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
3e4ddb855cd7,1,Very bad,General Bad Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
6b02b80e1739,0,Very bad network,General Bad Service,,,Verma,,0,CT,Sprint RSP3,2026-03-01
49d4711079aa,10,Very good service,General Good Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
0d819a5b2927,10,Very good service,General Good Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
5fcbde2864d1,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
7dc90d65f00d,0,Very bas servise har mahine m 5 se 6 baar to net band hona hi hai,Frequent Disconnections,,,Verma,,0,CT,Sprint RSP3,2026-03-01
cbe30fe0f425,10,Very gy,General Good Service,,,Verma,,0,CT,Sprint RSP3,2026-03-01
6b8a3f1b93f6,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
4d362377df5c,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
80395fb966b9,10,Very happy,General Good Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
21b3ac329569,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
73231da4481e,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
40a1733da30a,2,Very good,,,,Verma,,0,WA,Sprint RSP3,2026-03-01
23780e6f90dc,0,Very poor facility,General Bad Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
f26266556890,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
26ea83318b53,8,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
8be36664d8d1,0,Very poor service,General Bad Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
537e694a49ba,0,Very poor service & solution,General Bad Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
4d29f7da61dc,0,Very slow,Slow Speed,,,Verma,,0,WA,Sprint RSP3,2026-03-01
6f643b4d8188,9,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
f4ec8a46cd82,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
80fcd86acfaa,3,Very slow speed,Slow Speed,,,Verma,,0,WA,Sprint RSP3,2026-03-01
fc196b03ffc6,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
56caecc3de73,10,Very nice,General Good Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
510d5f6a0931,10,Wifi speed,Good Speed,,,Verma,,0,WA,Sprint RSP3,2026-03-01
5294e9539f0e,0,very slow speed and and not working properly.,Slow Speed,,,Verma,,0,WA,Sprint RSP3,2026-03-01
447f462809d9,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
e4c80f39c7a6,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
a830df90d81b,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
4bb9e79be04b,0,Very very Worst service 🫩,General Bad Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
6aaf413a3114,10,Wiom is good,General Good Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
6c5ab5c95b32,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
e4decc44136f,10,Wiom ka net aur iska recharge sahi hai,Affordable,,,Verma,,0,WA,Sprint RSP3,2026-03-01
d6329c9f6f17,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
bf35b86b12d2,4,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
18732698a3a5,0,"Viom's service is very bad, the internet was disconnected 10 times in one month and there is no response from the customer care and technician also. Worst service ever . I'll never recommend wiom networks to anyone.",Frequent Disconnections,No/Late Complaint Resolution,,Verma,,0,WA,Sprint RSP3,2026-03-01
0d27511a9f47,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
582c960caf0b,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
a51e7101c1b6,10,Wiom ka net bahut acha h iska network bahut acha h or iska price bhi bahut acha h,Affordable,,,Verma,,0,WA,Sprint RSP3,2026-03-01
876e757e5de9,10,Wiom ka net fast chalta hai,Good Speed,,,Verma,,0,WA,Sprint RSP3,2026-03-01
091de4448662,0,Vyom net Sahi nahin chalta kharab hai,General Bad Service,,,Verma,,0,CT,Sprint RSP3,2026-03-01
6794973e36e6,0,"Whenever I recharge my WiFi, it starts working after 2 days but ends on the billing date. I have talked to customer care many times but did not get any solution, they just say they will give me a coupon, some say they will extend the plan by 1 day but nothing happened.","RDNI (Recharge Done, No Internet)",,,Verma,,0,WA,Sprint RSP3,2026-03-01
f2ca24157e95,2,Wifi aata hi nhi hai,General Bad Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
cbaf8a977e00,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
c2e7b9c0581a,6,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
51d0595fae28,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
9261cf89cd17,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
6fe7c2f518a0,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
b395cc37c979,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
5ed22aaf7d30,10,Wiom ka network acha hai,Good Speed,,,Verma,,0,WA,Sprint RSP3,2026-03-01
8f8fcf016276,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
b7b33b4d89a2,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
fd8f18052908,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
768cee1ffd52,1,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
31c365c8bb0e,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
e3196d74436b,10,"Wiom ka network 🛜 ka price low bhi hai aur ye har jagah available hai, servicing jaldi ho jati hai",Affordable,,,Verma,,0,WA,Sprint RSP3,2026-03-01
7cdeaa4652a5,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
e5b2ecc7283b,9,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
e1ef010ac006,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
5dfce6b904ae,0,Wifi auto pay se 24 hours band ho jata hai pichle 10 month se koi solution nahi kiya y,"RDNI (Recharge Done, No Internet)",,,Verma,,0,WA,Sprint RSP3,2026-03-01
2d364214d59c,10,Wiom net sabse jyada kharab hai service Badi ya nahin hai,General Bad Service,,,Verma,,0,CT,Sprint RSP3,2026-03-01
95707df67c22,10,wiom net sashta or achchha h net speed bhi sahi aati h,Affordable,Good Speed,,Verma,,0,WA,Sprint RSP3,2026-03-01
addb406495f0,10,Wiom no 1 ha,General Good Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
cb3fdc00663b,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
8ce13f83437c,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
0e04f8280f1b,8,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
a01eacaed903,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
a6f69cba1726,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
91c825f1dc27,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
ef5e0801b1ac,10,Wiom router ka wifi best h speed achi h or speed achi hone se picture quality bhi achi aati h .so I will advise the own relatives should be taken.,Good Speed,,,Verma,,0,WA,Sprint RSP3,2026-03-01
e607254f9065,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
6cd8dc46b0a9,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
7c7dcb275dcf,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
33234edfe177,1,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
342a8dcbbaa7,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
8a61ef5d5d90,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
55644fb686e9,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
04ef271225b8,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
6c85ac9cd7a2,0,"Wifi Connection always cut off rapidly in my locality. Customer care giving same dialogue "" technical glitch, issue would be resolved within 24 hours""",Frequent Disconnections,,,Verma,,0,WA,Sprint RSP3,2026-03-01
faac3ba66dcc,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
799836f3d526,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
fae2c06b1be2,3,Wifi dont start immediately after recharge,"RDNI (Recharge Done, No Internet)",,,Verma,,0,CT,Sprint RSP3,2026-03-01
27dc79092f03,10,Wiom sabhi jagah acha nhi chalta par mera experience acha raha h isliye mai logo ko jarur recommend karunga kyuki ise lagwane ki cost zero h aur hume sirf recharge ke paise dene hote h mai iski internet speed se bhi khush hu,Affordable,,,Verma,,0,WA,Sprint RSP3,2026-03-01
16076219bf62,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
6807b5d93665,0,"Wifi speed is not stable and most of the it show no internet connection despite wifi is recharges, Serval time complain log with customer care but no resolution, Wiom team need to improve service quality",Slow Speed,,,Verma,,0,WA,Sprint RSP3,2026-03-01
bff2b3483785,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
e9e61eabeac2,10,Wiyun y fi bahut achha chalta hai.,General Good Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
9f33d428e98d,0,Wiom is unable to provide me a stable internet connection i am facing frequent disconnection,Frequent Disconnections,,,Verma,,0,CT,Sprint RSP3,2026-03-01
8a65f6032afe,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
a3fe6c2276e0,2,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
332026705c13,4,"Wiom ka net aache se chal hi nhi raha h beech beech me ruk ja raha h.
 Agar recharge khatam hone ke kuch din baad recharge karo to 1 hafte Tak net hi nhi chalta h.",Frequent Disconnections,,,Verma,,0,WA,Sprint RSP3,2026-03-01
6a80bac30096,0,Wiom ka network problem bahut bura hai,General Bad Service,,,Verma,,0,CT,Sprint RSP3,2026-03-01
35ca19bb0484,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
6b26c70c2ddb,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
0bc9a524dae5,0,Wiom ki service bahut jyada kharab he,General Bad Service,,,Verma,,0,CT,Sprint RSP3,2026-03-01
9fc4903b5bc3,5,"Wiom net acha or affordable hai but kouch kami bhi hai 
 Har mahine recharge ke baad bhi net sevice baad ho jati hai or buffring bhi hoti hai jab tak complain na ki jaye 
 Or complain karne ke bhi 1/2 se 1 hour m start hoti hai","RDNI (Recharge Done, No Internet)",Affordable,,Verma,,0,WA,Sprint RSP3,2026-03-01
e28e335325a6,0,Worst experience.,General Bad Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
111cee253b60,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
80ed01b9d99d,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
306315258541,9,Ye achha hai pr kbhi kbhi nhi chalta kaam karne wale agar ise upyog mai lenge to kuch samay ke liye kaam band ho jayega,Frequent Disconnections,,,Verma,,0,WA,Sprint RSP3,2026-03-01
f8418c468f55,5,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
ca03c742f9b0,0,Worst service and internet speed,General Bad Service,Slow Speed,,Verma,,0,CT,Sprint RSP3,2026-03-01
ee79095c1b6b,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
fa2bf9321b7c,9,Yes,General Good Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
4b8b27008c28,0,Worst wifi/internet service ever I will not suggest my friends and family to use wiom service,General Bad Service,,,Verma,,0,CT,Sprint RSP3,2026-03-01
011ff6ea2370,4,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
0481bc27871b,1,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
32e4674ab8ac,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
04b1826dbca8,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
ecab09991013,2,Ye network sbse sasta h or acha bhi,Affordable,,,Verma,,0,WA,Sprint RSP3,2026-03-01
a226538368f6,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
0febfe710ea1,0,Yeh score dene ki sabse badi wajah iski connectivity aur iska network issue hai sirf 3 se 4 logo ke halke se net ka use karte hi yeh sahi se chalna band kar deta hai aur dheere dheere chalne lagta hai,General Bad Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
dcf3a41d9dfa,9,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
48d82d215a21,9,Yes,General Good Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
e65789fea5a8,2,Yes,,,,Verma,,0,WA,Sprint RSP3,2026-03-01
8dd77395379c,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
025227d8a6fc,1,Yes,,,,Verma,,0,WA,Sprint RSP3,2026-03-01
ba9104176f91,5,Yess,,,,Verma,,0,WA,Sprint RSP3,2026-03-01
5183151b4f50,2,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
2e009b483302,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
c36e1fd0d4d4,1,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
fedc5924cc35,0,Your internet is not working properly,General Bad Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
c27df223852c,3,"Your service is below average.
 Your 4g wifi option didn't not work properly even for 1day properly. And my pc support only 4ghz wifi",Slow Speed,,,Verma,,0,WA,Sprint RSP3,2026-03-01
ac04890ba114,10,Yes but m apne relative ko di h wiom ki salah but vha us location par service nhi thi,General Good Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
ea6c50cc0a2c,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
6fd9cea472dd,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
eaeee9e216b7,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
f85bc8249310,7,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
b0d0b98e82cf,0,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
a4a6a17185fd,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
12180de36790,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
3c0489282a7f,10,Yes good net speed,Good Speed,,,Verma,,0,CT,Sprint RSP3,2026-03-01
828e9c024829,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
16a7b59a8a31,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
51ceb302a930,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
d27b78e8d5f0,10,Yes ok services hy,General Good Service,,,Verma,,0,WA,Sprint RSP3,2026-03-01
9539d571d624,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
f6f47d856a53,10,,,,,Verma,,0,CT,Sprint RSP3,2026-03-01
