respondent_id,score,feedback,nps_reason_primary,nps_reason_secondary,primary_category,plan_type,city,tenure_days,source,sprint_id,sprint_start
4ab4c2ecb3b6,1,Nahi kahenge,,,,Verma,,270,CT,Sprint 3,2026-08-01
5440b3c4bbdf,5,No balance,,,,Verma,,270,CT,Sprint 3,2026-08-01
84b3b1fe7705,0,Sab ka pas ha phalasa sa,,,,Verma,,135,CT,Sprint 3,2026-08-01
6d708d6cfe13,8,"Yes bilkul ha ji
 Hcui outd68",,,,Verma,,135,CT,Sprint 3,2026-08-01
46f8f72686e3,10,Yes kahuga pr mujhe bhi benifet hona chahiye h,,,,Verma,,270,CT,Sprint 3,2026-08-01
26a67bd24a8c,10,ज़रूर कहेंगे।,,,,Verma,,135,CT,Sprint 3,2026-08-01
b89e6419fca8,4,नहीं कहेंगे।,,,,Verma,,135,CT,Sprint 3,2026-08-01
2370166c68b1,0,Bahut bura network hai aur mera 3days internet band rha to sirf 20 rupya ka cupan diya. Ek month aur dekhta hu. Eske baad aur dusri company ka lagawaunga.,No/ Late Complaint Resolution,,Bad Cx Support,Verma,,45,CT,Sprint 3,2026-08-01
8948c4292d05,1,,,,,Verma,,270,CT,Sprint 3,2026-08-01
44dd7abd437b,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
cdc22d0b5a5e,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
90940533a9d5,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
bd036e6aa780,5,,,,,Verma,,270,CT,Sprint 3,2026-08-01
11c7fdde35d6,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
7f1b4c1ddb66,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
199ee821e872,1,,,,,Verma,,270,CT,Sprint 3,2026-08-01
b291c50c62a1,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
9a3f70e01527,10,,,,,Verma,,45,CT,Sprint 3,2026-08-01
e28bcdb196ec,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
8bebf5ac5d78,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
07fda0de3213,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
eac64ae7cf51,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
d126cc9a27d6,3,Slow speed,Slow Speed,,Bad Internet Experience,Verma,,45,CT,Sprint 3,2026-08-01
bd1cef700722,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
17ec92947bd1,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
3284dd5a1c09,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
8fc3982ce456,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
cc59cda3695d,0,,,,,Verma,,270,CT,Sprint 3,2026-08-01
1cd4bd42fa05,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
ff095cf4b4d5,4,,,,,Verma,,270,CT,Sprint 3,2026-08-01
dec9655f2d7a,0,,,,,Verma,,135,CT,Sprint 3,2026-08-01
66bc05718b43,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
e7cfc674f520,0,,,,,Verma,,135,CT,Sprint 3,2026-08-01
64f51fb87729,5,,,,,Verma,,270,CT,Sprint 3,2026-08-01
ec5127fed7ee,0,,,,,Verma,,270,CT,Sprint 3,2026-08-01
7e838135feea,9,,,,,Verma,,135,CT,Sprint 3,2026-08-01
7915434048b7,7,,,,,Verma,,270,CT,Sprint 3,2026-08-01
a83d30450205,4,,,,,Verma,,270,CT,Sprint 3,2026-08-01
5768573c8606,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
0f435410e8a2,6,कृपया करके इसको 1 महीने का प्लान करें। इसमें 28 का होता है। धन्यवाद।,28-Day Plan Issue,,Offering/ Plan Dissatisfaction,Verma,,45,CT,Sprint 3,2026-08-01
c79344319633,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
15c230eb61ee,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
2bb4e049d8b4,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
adc691d8cfd6,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
cbc9a8b5310d,9,,,,,Verma,,270,CT,Sprint 3,2026-08-01
8d057b091ddc,1,Kuch,,,,Verma,,270,CT,Sprint 3,2026-08-01
32cbc266ff68,0,Net issue not solve quickly,No/ Late Complaint Resolution,,Bad Cx Support,Verma,,135,CT,Sprint 3,2026-08-01
119b181f667a,5,,,,,Verma,,45,CT,Sprint 3,2026-08-01
660426b5b935,0,,,,,Verma,,135,CT,Sprint 3,2026-08-01
cbb642b8a2a7,6,,,,,Verma,,270,CT,Sprint 3,2026-08-01
319ad4d50a81,0,Room se bahar nikalte hi signal kam ho jaate hai,Range Issue,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
511e1f108cde,3,Yah mere upar wali Manjil se niche wale room mein aata nahin Hai Wi-Fi iski range bahut kam hai,Range Issue,,Bad Internet Experience,Verma,,135,CT,Sprint 3,2026-08-01
28a0320c5809,0,Mera net mahine mai 10 din band rehta hai 28 din mai 18 din hi chalta hai pichle mahine recharge krne ke badh 4 din band raha or 4 din pehle khatam ho gaya,"RDNI (Recharge Done, No Internet)",Frequent Disconnections,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
7f660907bbb3,0,Net 24 ganta sa phala chlo nhi hota ha 1 mhina ma 5sa 6 baj lin kat jati ha kabi kuch hora ha kabi kuch hora ha is leya ma to nhi bolo ga ya net lag vana ka leya kisi ko bhi our ma bhi khatam karo ga apna ghr sa bhi 2 canksan ha 2 n hatvo ga,"RDNI (Recharge Done, No Internet)",,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
3d658926346f,0,,,,,Verma,,45,CT,Sprint 3,2026-08-01
65aa7192afed,0,Recharge ke bavjud 7 ghante let internet chalu hona,"RDNI (Recharge Done, No Internet)",,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
b1e24075052b,3,,,,,Verma,,45,CT,Sprint 3,2026-08-01
4caac8dc641d,10,Aapka Network ka bahut Vishwas hai aap customer care bhi reply Nahin de raha hai phone Nahin receive kar raha hai aisa FIR Karega Wi-Fi ka problem bahut a raha hai cal raat Ko Soye problem ja raha tha Kaisa Karega,Bad Customer Support - Call Centre,,Bad Cx Support,Verma,,135,CT,Sprint 3,2026-08-01
52aec8e8fc33,0,Bekar service hai tumhari,General Bad Service,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
c8e8c9b00bac,10,Nice wifi and best speed,Good Speed,,Good Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
dae33dd0d19d,1,,,,,Verma,,45,CT,Sprint 3,2026-08-01
5a923654e1e3,4,,,,,Verma,,270,CT,Sprint 3,2026-08-01
175e8f435eff,3,,,,,Verma,,45,CT,Sprint 3,2026-08-01
fcccfae7b3a6,2,,,,,Verma,,45,CT,Sprint 3,2026-08-01
760c0a1fbc13,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
eda0dd388c5a,0,,,,,Verma,,270,CT,Sprint 3,2026-08-01
d2c16367b4b6,0,Apki service bahut bekar h har do din m apka connection dikkat karta h 28 din se 15 din chalta h baki nhi chalta h,Frequent Disconnections,,Bad Internet Experience,Verma,,135,CT,Sprint 3,2026-08-01
5d6dd68dd1e1,0,,,,,Verma,,270,CT,Sprint 3,2026-08-01
c1be8eeee8d6,0,,,,,Verma,,270,CT,Sprint 3,2026-08-01
fb06e4128a60,0,Bad network and speed,Slow Speed,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
5db455a20853,8,,,,,Verma,,135,CT,Sprint 3,2026-08-01
61dea2d453b2,1,"Is mahine only 7 days chala hai bas 3 baar complaint kr di 1 din ke liye chalta hai fir dobara band.
 Agar service nahi de pa rahe to saaf saf bol do connection nahi de sakte",Frequent Disconnections,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
5bee8b5a44ed,0,"नहीं कहेंगे, क्योंकि आपका नेट हरदम नेटवर्क लॉस करता रहता है।",Frequent Disconnections,,Bad Internet Experience,Verma,,45,CT,Sprint 3,2026-08-01
d23b63475c5b,0,Internet is very slow and most of the time no internet connection,Slow Speed,Frequent Disconnections,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
be0530ed8790,0,Bed network problem,General Bad Service,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
2ee4def7b7aa,0,Bhot bakar chalta hai wyom,General Bad Service,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
082cf7b70b20,10,I will be recharge wifi tomorrow,General Bad Service,,Bad Internet Experience,Verma,,135,CT,Sprint 3,2026-08-01
dc4585768ee5,0,Network hi nhi aa rha,General Bad Service,,Bad Internet Experience,Verma,,45,CT,Sprint 3,2026-08-01
83e2dc4587e6,0,Internet thik se nhi chlta slow chlta h,Slow Speed,,Bad Internet Experience,Verma,,135,CT,Sprint 3,2026-08-01
f61a79528577,4,Kabhi bhi network slow ho jaate hai,Slow Speed,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
73319d768554,5,Wifi issues other network se jayda hote hain wiom wifi m.,General Bad Service,,Bad Internet Experience,Verma,,45,CT,Sprint 3,2026-08-01
e8760bc74e4e,0,सर्विस बेकार है।,General Bad Service,,Bad Internet Experience,Verma,,135,CT,Sprint 3,2026-08-01
7c8e0b05c3b1,9,"Me is 9 rating isliye de raha ki toda sa atak ta hai ab shi hai 
 1 no",Slow Speed,,Bad Internet Experience,Verma,,135,CT,Sprint 3,2026-08-01
681bf88ba1cc,0,"Nahi, bakwas service hai",General Bad Service,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
ef061a711a18,8,Best net,General Good Service,,Good Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
64d720a474d8,0,Iski service sahi nahin,General Bad Service,,Bad Internet Experience,Verma,,45,CT,Sprint 3,2026-08-01
e5cfe5725831,0,Net ruk ruk ke chalta hai,Slow Speed,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
32c6749f2539,5,Some time network problem,General Bad Service,,Bad Internet Experience,Verma,,45,CT,Sprint 3,2026-08-01
e6fb48780ddb,4,Net speed getting slow,Slow Speed,,Bad Internet Experience,Verma,,135,CT,Sprint 3,2026-08-01
82ed77cadaa1,10,Net speed is very low so plz do high the speed,Slow Speed,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
2416181813cc,1,Net speed is very poor,Slow Speed,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
685a9bca1b9d,10,Very good,General Good Service,,Good Internet Experience,Verma,,135,CT,Sprint 3,2026-08-01
909f7ab98276,4,Network problem jyada hai,General Bad Service,,Bad Internet Experience,Verma,,135,CT,Sprint 3,2026-08-01
0969a95b482d,10,Speed,Good Speed,,Good Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
ec628a1fb01e,10,Ha me a pne freind an relatevd se baat kar raha hu,,,,Verma,,135,CT,Sprint 3,2026-08-01
e5901ec93cf4,10,Hame bahut sare wifi lagwane hai rishtedaro ke liye,,,,Verma,,45,CT,Sprint 3,2026-08-01
799d05069b25,10,Kafi logo ke pass chala gya password,,,,Verma,,270,CT,Sprint 3,2026-08-01
ee7be3668b9a,10,Nothing,,,,Verma,,270,CT,Sprint 3,2026-08-01
7ced0a2f3f6f,9,,,,,Verma,,270,CT,Sprint 3,2026-08-01
7c4db659565d,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
27ee607f9213,0,Service very slow,Slow Speed,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
9cc2ceb7dcf3,5,Slow Network,Slow Speed,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
e40063638d62,7,slow speed,Slow Speed,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
13a3998146b8,2,SLOW SPEED AND CUT OFF CONNECTION MORE TIMES,Slow Speed,Frequent Disconnections,Bad Internet Experience,Verma,,135,CT,Sprint 3,2026-08-01
bb6d55475c2b,10,,,,,Verma,,45,CT,Sprint 3,2026-08-01
7fefb77d6066,0,Meri marzi,,,,Verma,,135,CT,Sprint 3,2026-08-01
be0250c1a2ba,0,,,,,Verma,,45,CT,Sprint 3,2026-08-01
26be3823e884,0,Kabhi bhi network ud jata hai speed bhi bekar hai,Slow Speed,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
aefe3eaa66a5,5,Speed bahoot slow ho gai hai,Slow Speed,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
8140415e8b31,9,Kyon ke mujhe filhal problem nhi h bas speed kam h aur limit conect nhi h jis ke wajah se sirf 1 no kam dya h isme sudhar karen zaroor 10 no. Doonga,Slow Speed,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
07e581207245,1,Net ki speed bilkul bhi Sahi nahin Hai kabhi bhi server chale jaate Hain Naam batate Ho call nahin kuchh nahin,Slow Speed,,Bad Internet Experience,Verma,,45,CT,Sprint 3,2026-08-01
5908d2f48a1e,0,Speed is not so good. Buffering does anytime.,Slow Speed,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
b31ae55b234a,0,Network slow motion hai bohot,Slow Speed,,Bad Internet Experience,Verma,,135,CT,Sprint 3,2026-08-01
f2856419f030,2,Slow net,Slow Speed,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
489aca425ce8,2,Bahut slow chalta hai aur à¤¬à¥€à¤š-à¤¬à¥€à¤š mein wifi apne aap band ho jata hai,Slow Speed,Frequent Disconnections,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
4566ac3c39c3,0,,,,,Verma,,45,CT,Sprint 3,2026-08-01
fb9cccdc38c0,0,,,,,Verma,,270,CT,Sprint 3,2026-08-01
148ae40f2b3d,0,,,,,Verma,,270,CT,Sprint 3,2026-08-01
a237c01c6880,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
b66de8ba756b,0,Sarvice verry slow,Slow Speed,,Bad Internet Experience,Verma,,45,CT,Sprint 3,2026-08-01
2b932da705d4,10,Speed verry good,Slow Speed,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
c821a1d4ee7f,1,Speed very slow ðŸ˜ž,Slow Speed,,Bad Internet Experience,Verma,,135,CT,Sprint 3,2026-08-01
b50466e0344f,7,"The network speed should be high so that the customer does not face any problem and along with the speed, there should be a good range. The technical problems of WiFi should be resolved immediately and there should be no minor problems.",Slow Speed,Range Issue,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
95f3d0fd726a,9,,,,,Verma,,45,CT,Sprint 3,2026-08-01
508558cc77df,0,,,,,Verma,,270,CT,Sprint 3,2026-08-01
82d850fe1dca,3,,,,,Verma,,270,CT,Sprint 3,2026-08-01
3f98a4103519,0,,,,,Verma,,270,CT,Sprint 3,2026-08-01
5f8cd6c107fd,0,,,,,Verma,,270,CT,Sprint 3,2026-08-01
fba48b5eee4c,2,,,,,Verma,,270,CT,Sprint 3,2026-08-01
bfd067c87eb9,7,,,,,Verma,,270,CT,Sprint 3,2026-08-01
cf5ce90f4ccb,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
b6fad8c150bd,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
b7249437df00,5,Bht jldi net khtm ho jata h,General Bad Service,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
67622d626947,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
8996b866066a,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
fd63ed471d90,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
ab381a728fe2,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
afa5170d500c,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
fd1f5a2cfc52,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
9ea4df2c2ea8,1,,,,,Verma,,45,CT,Sprint 3,2026-08-01
ef6c4c60bd22,9,,,,,Verma,,45,CT,Sprint 3,2026-08-01
f5222c4c71ed,9,,,,,Verma,,270,CT,Sprint 3,2026-08-01
eb0580384716,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
117ca599a2c1,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
eaeef860e107,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
d40c64103e94,10,,,,,Verma,,45,CT,Sprint 3,2026-08-01
142533b6d65c,7,,,,,Verma,,270,CT,Sprint 3,2026-08-01
79d782b93568,8,,,,,Verma,,270,CT,Sprint 3,2026-08-01
ff3a611c9747,10,,,,,Verma,,45,CT,Sprint 3,2026-08-01
1ab57fa410d5,9,,,,,Verma,,270,CT,Sprint 3,2026-08-01
876ec8c545c2,0,,,,,Verma,,45,CT,Sprint 3,2026-08-01
ba88a3ef8984,10,,,,,Verma,,45,CT,Sprint 3,2026-08-01
72aa0235cce6,3,,,,,Verma,,270,CT,Sprint 3,2026-08-01
34790f80c5a7,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
eb0b45128b70,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
c2a4ff3deb44,1,,,,,Verma,,270,CT,Sprint 3,2026-08-01
b766de607e2b,1,,,,,Verma,,135,CT,Sprint 3,2026-08-01
ff3ab72b7215,0,,,,,Verma,,270,CT,Sprint 3,2026-08-01
a90c4b6f1344,2,,,,,Verma,,270,CT,Sprint 3,2026-08-01
38110def3c45,1,,,,,Verma,,135,CT,Sprint 3,2026-08-01
cfe1e58303e5,6,,,,,Verma,,135,CT,Sprint 3,2026-08-01
5f5cfb5cc107,4,,,,,Verma,,270,CT,Sprint 3,2026-08-01
5a919dc78b52,9,,,,,Verma,,270,CT,Sprint 3,2026-08-01
aec2eb169567,3,,,,,Verma,,270,CT,Sprint 3,2026-08-01
a808d54e2afa,0,,,,,Verma,,270,CT,Sprint 3,2026-08-01
11f4b0d4e745,7,,,,,Verma,,270,CT,Sprint 3,2026-08-01
954ce4d9053f,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
130229acf753,0,,,,,Verma,,270,CT,Sprint 3,2026-08-01
d4c168a3f428,10,,,,,Verma,,45,CT,Sprint 3,2026-08-01
95349f723109,10,,,,,Verma,,45,CT,Sprint 3,2026-08-01
702db80293db,10,,,,,Verma,,45,CT,Sprint 3,2026-08-01
ee8ae135089f,10,,,,,Verma,,45,CT,Sprint 3,2026-08-01
2e6d245bde4e,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
0cf7ee66e508,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
c5c50a469b1e,9,,,,,Verma,,270,CT,Sprint 3,2026-08-01
25f38398c1f7,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
5c965a2f24cc,10,,,,,Verma,,45,CT,Sprint 3,2026-08-01
870dd29ec420,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
b65ffb4ee7ab,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
30f55791f55c,5,,,,,Verma,,270,CT,Sprint 3,2026-08-01
882084a0cc45,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
f62ba99f2b5b,10,,,,,Verma,,45,CT,Sprint 3,2026-08-01
f7edbbf82675,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
285f72b48b19,3,,,,,Verma,,135,CT,Sprint 3,2026-08-01
e9b3231c6ff1,7,,,,,Verma,,270,CT,Sprint 3,2026-08-01
340f82c48cc5,5,,,,,Verma,,45,CT,Sprint 3,2026-08-01
f18b97ccb5dd,0,,,,,Verma,,270,CT,Sprint 3,2026-08-01
5a0f623b740c,0,,,,,Verma,,135,CT,Sprint 3,2026-08-01
f41e10f821dc,9,,,,,Verma,,270,CT,Sprint 3,2026-08-01
66ee3487ac47,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
0104bb9fa53e,4,,,,,Verma,,270,CT,Sprint 3,2026-08-01
96a1fbc02536,10,,,,,Verma,,45,CT,Sprint 3,2026-08-01
a9b53d12f219,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
0b69ac667b44,0,Maine router lagaya uska network problem isliye mai nhi lagane bolunga,General Bad Service,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
271ed3bb4bcd,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
ea93abae5c92,10,,,,,Verma,,45,CT,Sprint 3,2026-08-01
0c0b16c4b36f,0,,,,,Verma,,135,CT,Sprint 3,2026-08-01
96ff1128f12f,10,,,,,Verma,,45,CT,Sprint 3,2026-08-01
8d2948e2752e,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
7c757067e48a,9,,,,,Verma,,270,CT,Sprint 3,2026-08-01
f36e9e573e49,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
fbc1cf9dfe79,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
db344431d478,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
ff0dbd724fd1,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
4399f440397d,0,,,,,Verma,,270,CT,Sprint 3,2026-08-01
16f6a99599f9,10,,,,,Verma,,45,CT,Sprint 3,2026-08-01
b9be8222ac6d,10,,,,,Verma,,45,CT,Sprint 3,2026-08-01
74cab9dd167f,0,,,,,Verma,,270,CT,Sprint 3,2026-08-01
1b5c131536be,9,,,,,Verma,,45,CT,Sprint 3,2026-08-01
8e9a3e8b9359,9,,,,,Verma,,270,CT,Sprint 3,2026-08-01
ea8da7079d65,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
7cea97cae524,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
a4d916a58579,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
b0c23389ba33,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
5038fe1d25af,9,,,,,Verma,,135,CT,Sprint 3,2026-08-01
6186d844e380,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
11cdd82b7639,0,,,,,Verma,,135,CT,Sprint 3,2026-08-01
5cb76408a713,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
614898ac795f,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
532cc7afb68b,10,,,,,Verma,,45,CT,Sprint 3,2026-08-01
c0de2cd4b6c6,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
8f7f1fbd35c4,9,,,,,Verma,,135,CT,Sprint 3,2026-08-01
9042a712f871,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
3356181e1605,5,,,,,Verma,,135,CT,Sprint 3,2026-08-01
da7d834f8e97,7,,,,,Verma,,135,CT,Sprint 3,2026-08-01
d6699a9a786f,6,,,,,Verma,,45,CT,Sprint 3,2026-08-01
42c44112297f,7,,,,,Verma,,135,CT,Sprint 3,2026-08-01
2977cc47b024,9,,,,,Verma,,135,CT,Sprint 3,2026-08-01
449a9263e056,9,,,,,Verma,,270,CT,Sprint 3,2026-08-01
87beb049ae2f,10,,,,,Verma,,45,CT,Sprint 3,2026-08-01
6750dfb7278c,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
e7abf38e2fd1,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
d54ca17c6543,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
2eadafd441ee,10,,,,,Verma,,45,CT,Sprint 3,2026-08-01
ad996fd7549f,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
58c4fc2c1332,9,,,,,Verma,,45,CT,Sprint 3,2026-08-01
4f9029cfde75,3,,,,,Verma,,45,CT,Sprint 3,2026-08-01
f80b924ef148,10,,,,,Verma,,45,CT,Sprint 3,2026-08-01
446d752a4087,10,,,,,Verma,,270,CT,Sprint 3,2026-08-01
137b1eceffd1,5,,,,,Verma,,270,CT,Sprint 3,2026-08-01
efc4a5e8a879,0,,,,,Verma,,135,CT,Sprint 3,2026-08-01
2d1e9201dfce,0,,,,,Verma,,270,CT,Sprint 3,2026-08-01
20650daf4d77,10,,,,,Verma,,45,CT,Sprint 3,2026-08-01
3752dda00bd3,10,,,,,Verma,,135,CT,Sprint 3,2026-08-01
ea542dc2b140,2,Mene do jaga lagba bhi dey hai ane dosto ke yaha nahahbanabshsjeuuejsmsjeijskskehehsjwkeihshajejehnsjsiehsbsjeudhsbejshehehjejhejdjehejehsjwjejejwjshehsjhshejsjshjeuusjshehsuhehsuhehshejdygsvaheiiwojgsjjkktssr se shsbdnsksksvz se bsyegbz hai ek S zhzbys se size ka s xhzytsbs sbs xgbsjs sbbzjsyz se ghz dhzytsbzydhz hz DBZ sbstsbz se bshhstx bshhstx bsnshfw bzhshnzgz ban cvgshsysy ehsbheuhsh s hzhsh sh sjbzgsgz bshuskks hsmak s hy zhsg s bahava bshhstx bzhshsjnshshs bsnshs s hzhsh s bzbsb s hzbbsb s bzbsb sh,,,,Verma,,135,CT,Sprint 3,2026-08-01
84840286ae1e,0,Bahut hi gatiya,General Bad Service,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
e090debefe13,5,,,,,Verma,,135,CT,Sprint 3,2026-08-01
e83ff8d0a07f,5,,,,,Verma,,270,CT,Sprint 3,2026-08-01
d9aa5f1d1448,5,,,,,Verma,,270,CT,Sprint 3,2026-08-01
20ce39cfba6b,0,,,,,Verma,,135,CT,Sprint 3,2026-08-01
a0ba3e33aed1,10,Kam paese me achha net,Affordable,,Good Price,Verma,,45,CT,Sprint 3,2026-08-01
df821c3878c3,0,"Local team support nahin karti hai 
आप लोगों की सर्विस अच्छी नहीं है।
नेट चलता नहीं है।
जो लोकल टीम रहती है, वो आते भी नहीं हैं।
इसलिए मैं किसी को भी आपके बारे में नहीं बताऊँगा।
आपका इंटरनेट सर्विस घटिया है।",Bad Customer Support - Technician,,Bad Cx Support,Verma,,45,CT,Sprint 3,2026-08-01
225bac401b69,10,,,,,Verma,,45,CT,Sprint 3,2026-08-01
96a203c35fbd,7,Kabhi khabhi net ruk jata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
f6c5f1e51a09,0,Kabhi nahi kahenge din 5 bar link down ðŸ‘Ž hota hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,CT,Sprint 3,2026-08-01
d007b58fea62,2,Net kabhi bhi band ho jata he,Frequent Disconnections,,Bad Internet Experience,Verma,,45,CT,Sprint 3,2026-08-01
781a8c4a6363,0,Thik h but rainy season wagera connection chle jaate h customer care pr baat hi nhi ho pati quary kahi resolve nhi hoti,Bad Customer Support - Call Centre,,Bad Cx Support,Verma,,270,CT,Sprint 3,2026-08-01
3dbbdc610808,5,Overall Bdiya hai lekin beech beech mai net ruk jata hai chlta chlta,Frequent Disconnections,,Bad Internet Experience,Verma,,135,CT,Sprint 3,2026-08-01
675fd978df74,0,हर महीने 2 या 3 दिन के लिए बंद हो जाता है। बहुत शिकायत करने के बाद ही शुरू होता है।,Frequent Disconnections,,Bad Internet Experience,Verma,,135,CT,Sprint 3,2026-08-01
fb1be912fcb1,1,Aapka net nahin chal raha Sidhi aapka net band pada hai chal nahin raha hai kyunki Maine recharge karva chuka hun tab bhi nahin chal raha hai please jaldi se isko theek Karen,General Bad Service,,Bad Internet Experience,Verma,,135,CT,Sprint 3,2026-08-01
1aaa4d1eba31,0,Kyo ki lagane ki koi fyada nhi internet bahut hi week chalta hai first month to bilkul sahi chala lekin uske baad se network bahut week rahta hai,General Bad Service,,Bad Internet Experience,Verma,,45,CT,Sprint 3,2026-08-01
ad007cec9b97,1,,,,,Verma,,270,CT,Sprint 3,2026-08-01
8f658743b617,10,Bahut acche tarike se chalta hai,General Good Service,,Good Internet Experience,Verma,,135,CT,Sprint 3,2026-08-01
