feature,verdict,reason,tenure_r,churn_r,fill_overall,fill_gap
phone_valid,EXCLUDE,Near-zero variance — 100% same value,,,1.0,0.0
has_comment,CLEAN,Passes all checks,0.0550240910971083,-0.09326141223925755,1.0,0.0
NPS Reason - Primary,REVIEW,"Fill-rate gap RECOVERABLE: overall=+10pp, late sprints=+1pp",,,0.4027596780375623,0.10135643308443798
NPS Reason - Secondary,EXCLUDE,Very low fill rate (4%),,,0.03947872748179379,0.012683194972992778
NPS Reason - Tertiary,EXCLUDE,Very low fill rate (0%),,,0.0042928325028746646,0.0013343457356547843
Primary Category,REVIEW,"Fill-rate gap RECOVERABLE: overall=+10pp, late sprints=+1pp",,,0.4025297048677654,0.10105607265191896
Secondary Category,EXCLUDE,Very low fill rate (4%),,,0.03940206975852817,0.01258307482881977
Tertiary Category,EXCLUDE,Very low fill rate (0%),,,0.0042928325028746646,0.0013343457356547843
Channel,CLEAN,Passes all checks,,,1.0,0.0
first_time_wifi,CLEAN,Passes all checks,,,1.0,0.0
sprint_num,EXCLUDE,Right-censoring artifact — depends on observation window,-0.05353718912273807,-0.26171306981568626,1.0,0.0
tenure_days,REVIEW,Moderate tenure correlation (r=+1.000) — verify not spurious,1.0,-0.06928335183623427,1.0,0.0
tenure_bucket,CLEAN,Passes all checks,,,1.0,0.0
tenure_excel,CLEAN,Passes all checks,,,0.9391337677270986,-0.07949539447336806
city,CLEAN,Passes all checks,,,1.0,0.0
churn_label,EXCLUDE,Target leakage — mechanically linked to churn definition,,,0.9391337677270986,-0.07949539447336806
recharges_before_sprint,EXCLUDE,Target leakage — mechanically linked to churn definition,0.8947872879387057,-0.13226332020373033,1.0,0.0
tickets_post_sprint,EXCLUDE,Target leakage — mechanically linked to churn definition,-0.03232772490465348,-0.07542162097711773,1.0,0.0
tickets_before_3m,CLEAN,Passes all checks,0.10864134707763211,0.02647110014008851,1.0,0.0
is_post_reset,EXCLUDE,Near-zero variance — 100% same value,,,1.0,0.0
is_payg,EXCLUDE,Near-zero variance — 100% same value,,,1.0,0.0
_source,CLEAN,Passes all checks,,,1.0,0.0
Jab dikkat aayi toh kya kia?,EXCLUDE,Very low fill rate (1%),,,0.005596013798390188,-0.00550837648947137
call_status,EXCLUDE,Target leakage — mechanically linked to churn definition,,,0.005672671521655807,-0.001563112241068084
caller,EXCLUDE,Very low fill rate (1%),,,0.00850900728248371,0.00043238015811974083
cash_online,EXCLUDE,Fill-rate leakage — +15pp gap persists in late sprints (+15pp),,,0.712073591414335,0.1485972895967146
data_usage_amount,REVIEW,"Fill-rate gap RECOVERABLE: overall=+13pp, late sprints=+5pp; Moderate tenure correlation (r=+0.461) — verify not spurious",0.46086731334768705,-0.03897479851383894,0.4950555768493676,0.13303553403763946
data_usage_days,REVIEW,"Fill-rate gap RECOVERABLE: overall=+13pp, late sprints=+5pp",0.12391740405654499,-0.09352061053265803,0.4950555768493676,0.13303553403763946
data_usage_per_day,EXCLUDE,Very low fill rate (10%),0.5164155752307364,-0.06141053022310694,0.09666538903794557,-0.018155021223374493
data_usage_percentile,EXCLUDE,Near-zero variance — 100% same value,,,0.0,0.0
device_type,EXCLUDE,Fill-rate leakage — +15pp gap persists in late sprints (+15pp),,,0.7115369873514756,0.14875092505511034
devices_2_4g,CLEAN,Passes all checks,0.027397776632571248,-0.033356537443356114,1.0,0.0
devices_5g,CLEAN,Passes all checks,0.05306944911504804,-0.022118321260439826,1.0,0.0
first_time_user,REVIEW,"Fill-rate gap RECOVERABLE: overall=+25pp, late sprints=+8pp",,,0.4378689152932158,0.24889415876087617
nps_match,EXCLUDE,Near-zero variance — 100% same value,,,0.0,0.0
optical_power,CLEAN,Passes all checks,0.1345587299488359,-0.05334186174869485,1.0,0.0
optical_range,CLEAN,Passes all checks,,,0.3921042545036412,0.008827898024570902
overall_service_experience,EXCLUDE,Very low fill rate (0%),,,0.0021464162514373323,-0.0023234947687961567
partner_name,EXCLUDE,Near-zero variance — 100% same value,,,0.0,0.0
pay_g,EXCLUDE,Near-zero variance — 100% same value,,,0.0,0.0
payment_issue_tickets_flag,EXCLUDE,Near-zero variance — 100% same value,,,0.06853200459946339,0.06771825896669723
plan_expiry_window,EXCLUDE,Target leakage — mechanically linked to churn definition,,,0.0,0.0
prev_nps,EXCLUDE,Near-zero variance — 100% same value,,,0.0,0.0
recharge_done,EXCLUDE,Target leakage — mechanically linked to churn definition,0.7863585365678599,-0.12008122170967037,1.0,0.0
sla,EXCLUDE,Near-zero variance — 100% same value,,,0.0,0.0
tenure_from_install,EXCLUDE,Near-zero variance — 100% same value,,,0.0,0.0
tickets_last_3m_sprint,CLEAN,Passes all checks,0.06481069742897985,0.02640539266269577,0.42889996167113836,0.04193222904449684
total_recharges,EXCLUDE,Target leakage — mechanically linked to churn definition,0.853489549187071,-0.32218282189156355,1.0,0.0
avg_recharge_amount,EXCLUDE,Target leakage — mechanically linked to churn definition,-0.10325975007548842,0.04125584910855222,1.0,0.0
total_tickets,NORMALIZE,Tenure-biased absolute count (r=+0.324) — normalize to per-month rate,0.32380533930321337,-0.19348392013749674,1.0,0.0
cx_tickets,NORMALIZE,Tenure-biased absolute count (r=+0.167) — normalize to per-month rate,0.16658922386238767,-0.09112418360581433,1.0,0.0
px_tickets,NORMALIZE,Tenure-biased absolute count (r=+0.335) — normalize to per-month rate,0.3348038566897667,-0.0856922611851372,1.0,0.0
avg_resolution_hours,CLEAN,Passes all checks,0.012097770591289666,0.05781634690842777,1.0,0.0
sla_compliance_pct,CLEAN,Passes all checks,-0.04421895665523248,-0.1319408626263751,1.0,0.0
partner_lng_id,EXCLUDE,Fill-rate leakage — +41pp gap persists in late sprints (+41pp),-0.3233495785909224,0.03767960713820258,0.8298965120735914,0.41399113021330536
cluster,EXCLUDE,Fill-rate leakage — +41pp gap persists in late sprints (+41pp),,,0.8298965120735914,0.41399113021330536
mis_city,EXCLUDE,Fill-rate leakage — +41pp gap persists in late sprints (+41pp),,,0.8298965120735914,0.41399113021330536
partner_status,EXCLUDE,Target leakage — mechanically linked to churn definition,,,0.8298965120735914,0.41399113021330536
avg_uptime_pct,CLEAN,Passes all checks,0.069959148911624,-0.2548438506216933,1.0,0.0
stddev_uptime,CLEAN,Passes all checks,0.05711568165695772,-0.11658030327716956,1.0,0.0
min_uptime,EXCLUDE,Near-zero variance — 100% same value,,,1.0,0.0
uptime_data_days,EXCLUDE,Near-zero variance — 100% same value,-0.014149037670877862,-0.06430168098780371,0.9986201609812189,0.0058881256133463955
install_attempts,NORMALIZE,Tenure-biased absolute count (r=+0.172) — normalize to per-month rate,0.1722485096222953,-0.010486225394137655,1.0,0.0
install_tat_hours,CLEAN,Passes all checks,-0.0948638907909924,-0.004431187891214657,1.0,0.0
total_payments,EXCLUDE,Target leakage — mechanically linked to churn definition,0.831698249373684,-0.3420333029970266,1.0,0.0
autopay_payments,EXCLUDE,Target leakage — mechanically linked to churn definition,0.2399217687250725,-0.16549078886000218,1.0,0.0
cash_payments,EXCLUDE,Target leakage — mechanically linked to churn definition,0.1626136301029072,-0.03997501137401652,1.0,0.0
avg_payment_amount,EXCLUDE,Target leakage — mechanically linked to churn definition,-0.07588574593372394,0.008507660593876951,1.0,0.0
payment_mode,CLEAN,Passes all checks,,,1.0,0.0
has_tickets,CLEAN,Passes all checks,0.0892669590748314,-0.40762474724825265,1.0,0.0
days_since_last_recharge,EXCLUDE,Target leakage — mechanically linked to churn definition,0.15162539904687705,0.5965003679708709,1.0,0.0
recharge_regularity,EXCLUDE,Target leakage — mechanically linked to churn definition,-0.04068599122168229,-0.34704877164773784,1.0,0.0
